Organism	Name	Group	Condition	Description
Dinoroseobacter shibae DFL-12	set6IT025	stress	Vancomycin Hydrochloride Hydrate	m.b. Vancomycin 0.064 mg/ml
Dinoroseobacter shibae DFL-12	set4IT010	stress	Zinc sulfate heptahydrate	m.b. Zinc 0.3 mM
Dinoroseobacter shibae DFL-12	set4IT028	stress	Zinc sulfate heptahydrate	m.b. Zinc 0.3 mM
Dinoroseobacter shibae DFL-12	set4IT020	stress	benzoic acid	m.b. benzoic 0.16 mg/ml
Dinoroseobacter shibae DFL-12	set4IT038	stress	benzoic acid	m.b. benzoic 0.16 mg/ml
Dinoroseobacter shibae DFL-12	set1H28	stress	benzoic acid	m.b. benzoic 0.32 mg/ml
Dinoroseobacter shibae DFL-12	set4IT005	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.32 mM
Dinoroseobacter shibae DFL-12	set4IT023	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.32 mM
Dinoroseobacter shibae DFL-12	set1H7	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.64 mM
Dinoroseobacter shibae DFL-12	set4IT006	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.64 mM
Dinoroseobacter shibae DFL-12	set4IT024	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.64 mM
Dinoroseobacter shibae DFL-12	set5IT079	stress	sodium fluoride	m.b. sodium fluoride 12.5 mM
Dinoroseobacter shibae DFL-12	set5IT087	stress	sodium fluoride	m.b. sodium fluoride 12.5 mM
Dinoroseobacter shibae DFL-12	set6IT016	stress	syringaldehyde	m.b. syringaldehyde 0.625 mM
Dyella japonica UNC79MFTsu3.2	set3IT034	stress	Carbenicillin disodium salt	Carbenicillin 0.02 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT035	stress	Carbenicillin disodium salt	Carbenicillin 0.04 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT071	stress	Ceftazidime hydrate	Ceftazidime 0.05 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT072	stress	Ceftazidime hydrate	Ceftazidime 0.1 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT029	stress	Chloramphenicol	Chloramphenicol 0.008 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT030	stress	Chloramphenicol	Chloramphenicol 0.012 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT049	stress	Cisplatin	Cisplatin 0.0032 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT070	stress	D-Cycloserine	D-Cycloserine 0.032 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT066	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 7.5 vol%
Dyella japonica UNC79MFTsu3.2	set3IT064	stress	Fusidic acid sodium salt	Fusidic 0.2 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT065	stress	Fusidic acid sodium salt	Fusidic 0.4 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT068	stress	MreB Perturbing Compound A22	A22 0.01 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT069	stress	MreB Perturbing Compound A22	A22 0.02 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT036	stress	Nalidixic acid sodium salt	Nalidixic 0.01 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT037	stress	Nalidixic acid sodium salt	Nalidixic 0.02 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT038	stress	Nalidixic acid sodium salt	Nalidixic 0.04 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT039	stress	Nalidixic acid sodium salt	Nalidixic 0.08 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT044	stress	Paraquat dichloride	Paraquat dichloride 0.05 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT045	stress	Paraquat dichloride	Paraquat dichloride 0.1 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT046	stress	Paraquat dichloride	Paraquat dichloride 0.2 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT056	stress	Sisomicin sulfate salt	Sisomicin 0.016 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT059	stress	Sodium Chloride	Chloride 250 mM
Dyella japonica UNC79MFTsu3.2	set3IT057	stress	Sodium Chlorite	Chlorite 0.32 mM
Dyella japonica UNC79MFTsu3.2	set3IT054	stress	Sodium nitrate	nitrate 150 mM
Dyella japonica UNC79MFTsu3.2	set3IT055	stress	Sodium nitrate	nitrate 200 mM
Dyella japonica UNC79MFTsu3.2	set3IT053	stress	Sodium nitrite	nitrite 6 mM
Dyella japonica UNC79MFTsu3.2	set3IT058	stress	Sodium perchlorate monohydrate	perchlorate 75 mM
Dyella japonica UNC79MFTsu3.2	set3IT033	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.04 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT031	stress	Tetracycline hydrochloride	Tetracycline 0.012 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT032	stress	Tetracycline hydrochloride	Tetracycline 0.024 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT047	stress	Thallium(I) acetate	Thallium(I) acetate 0.008 mg/ml
Dyella japonica UNC79MFTsu3.2	set3IT050	stress	Zinc sulfate heptahydrate	Zinc 2.5 mM
Dyella japonica UNC79MFTsu3.2	set3IT042	stress	sodium fluoride	sodium fluoride 40 mM
Dyella japonica UNC79MFTsu3.2	set3IT043	stress	sodium fluoride	sodium fluoride 60 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT015	stress	Aluminum chloride hydrate	m.b. Aluminum chloride 2 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT049	stress	Aluminum chloride hydrate	m.b. Aluminum chloride 2 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT007	stress	Carbenicillin disodium salt	m.b. Carbenicillin 0.1 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT041	stress	Carbenicillin disodium salt	m.b. Carbenicillin 0.1 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT008	stress	Carbenicillin disodium salt	m.b. Carbenicillin 0.2 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT042	stress	Carbenicillin disodium salt	m.b. Carbenicillin 0.2 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT035	stress	Chloramphenicol	m.b. Chloramphenicol 0.001 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT002	stress	Chloramphenicol	m.b. Chloramphenicol 0.005 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT036	stress	Chloramphenicol	m.b. Chloramphenicol 0.005 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT032	stress	Cisplatin	m.b. Cisplatin 0.025 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT063	stress	Cisplatin	m.b. Cisplatin 0.025 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT033	stress	Cisplatin	m.b. Cisplatin 0.05 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT064	stress	Cisplatin	m.b. Cisplatin 0.05 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT021	stress	Cobalt chloride hexahydrate	m.b. Cobalt chloride 0.2 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT052	stress	Cobalt chloride hexahydrate	m.b. Cobalt chloride 0.2 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT022	stress	Cobalt chloride hexahydrate	m.b. Cobalt chloride 0.8 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT053	stress	Cobalt chloride hexahydrate	m.b. Cobalt chloride 0.8 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT030	stress	D-Cycloserine	m.b. D-Cycloserine 0.016 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT064	stress	D-Cycloserine	m.b. D-Cycloserine 0.016 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT031	stress	D-Cycloserine	m.b. D-Cycloserine 0.032 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT065	stress	D-Cycloserine	m.b. D-Cycloserine 0.032 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT032	stress	D-Cycloserine	m.b. D-Cycloserine 0.064 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT066	stress	D-Cycloserine	m.b. D-Cycloserine 0.064 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT023	stress	Dimethyl Sulfoxide	m.b. Dimethyl Sulfoxide 12 vol%
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT057	stress	Dimethyl Sulfoxide	m.b. Dimethyl Sulfoxide 12 vol%
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT022	stress	Dimethyl Sulfoxide	m.b. Dimethyl Sulfoxide 8 vol%
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT056	stress	Dimethyl Sulfoxide	m.b. Dimethyl Sulfoxide 8 vol%
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT033	stress	Doxycycline hyclate	m.b. Doxycycline hyclate 0.032 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT067	stress	Doxycycline hyclate	m.b. Doxycycline hyclate 0.032 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT020	stress	Fusidic acid sodium salt	m.b. Fusidic 0.001 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT054	stress	Fusidic acid sodium salt	m.b. Fusidic 0.001 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT021	stress	Fusidic acid sodium salt	m.b. Fusidic 0.003 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT055	stress	Fusidic acid sodium salt	m.b. Fusidic 0.003 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT027	stress	Lomefloxacin hydrochloride	m.b. Lomefloxacin 0.0125 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT061	stress	Lomefloxacin hydrochloride	m.b. Lomefloxacin 0.0125 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT028	stress	Lomefloxacin hydrochloride	m.b. Lomefloxacin 0.025 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT062	stress	Lomefloxacin hydrochloride	m.b. Lomefloxacin 0.025 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT026	stress	MreB Perturbing Compound A22	m.b. A22 0.04 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT060	stress	MreB Perturbing Compound A22	m.b. A22 0.04 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT010	stress	Nalidixic acid sodium salt	m.b. Nalidixic 0.008 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT044	stress	Nalidixic acid sodium salt	m.b. Nalidixic 0.008 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT018	stress	Nickel (II) chloride hexahydrate	m.b. Nickel (II) chloride 0.5 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT049	stress	Nickel (II) chloride hexahydrate	m.b. Nickel (II) chloride 0.5 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT019	stress	Nickel (II) chloride hexahydrate	m.b. Nickel (II) chloride 1 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT050	stress	Nickel (II) chloride hexahydrate	m.b. Nickel (II) chloride 1 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT020	stress	Nickel (II) chloride hexahydrate	m.b. Nickel (II) chloride 2 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT051	stress	Nickel (II) chloride hexahydrate	m.b. Nickel (II) chloride 2 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT026	stress	Paraquat dichloride	m.b. Paraquat dichloride 0.05 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT057	stress	Paraquat dichloride	m.b. Paraquat dichloride 0.05 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT027	stress	Paraquat dichloride	m.b. Paraquat dichloride 0.1 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT058	stress	Paraquat dichloride	m.b. Paraquat dichloride 0.1 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT028	stress	Paraquat dichloride	m.b. Paraquat dichloride 0.25 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT059	stress	Paraquat dichloride	m.b. Paraquat dichloride 0.25 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT045	stress	Polymyxin B sulfate	m.b. Polymyxin B sulfate 1 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT076	stress	Polymyxin B sulfate	m.b. Polymyxin B sulfate 1 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT047	stress	Sodium Chloride	m.b. Chloride 1000 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT078	stress	Sodium Chloride	m.b. Chloride 1000 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT046	stress	Sodium Chloride	m.b. Chloride 750 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT077	stress	Sodium Chloride	m.b. Chloride 750 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT039	stress	Sodium Chlorite	m.b. Chlorite 0.05 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT040	stress	Sodium Chlorite	m.b. Chlorite 0.15 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT071	stress	Sodium Chlorite	m.b. Chlorite 0.15 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT041	stress	Sodium Chlorite	m.b. Chlorite 0.3 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT072	stress	Sodium Chlorite	m.b. Chlorite 0.3 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT036	stress	Sodium nitrite	m.b. nitrite 10 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT067	stress	Sodium nitrite	m.b. nitrite 10 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT037	stress	Sodium nitrite	m.b. nitrite 20 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT068	stress	Sodium nitrite	m.b. nitrite 20 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT038	stress	Sodium nitrite	m.b. nitrite 30 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT069	stress	Sodium nitrite	m.b. nitrite 30 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT042	stress	Sodium perchlorate monohydrate	m.b. perchlorate 25 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT073	stress	Sodium perchlorate monohydrate	m.b. perchlorate 25 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT043	stress	Sodium perchlorate monohydrate	m.b. perchlorate 50 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT074	stress	Sodium perchlorate monohydrate	m.b. perchlorate 50 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT044	stress	Sodium perchlorate monohydrate	m.b. perchlorate 75 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT075	stress	Sodium perchlorate monohydrate	m.b. perchlorate 75 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT005	stress	Spectinomycin dihydrochloride pentahydrate	m.b. Spectinomycin 0.06 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT039	stress	Spectinomycin dihydrochloride pentahydrate	m.b. Spectinomycin 0.06 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT006	stress	Spectinomycin dihydrochloride pentahydrate	m.b. Spectinomycin 0.12 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT040	stress	Spectinomycin dihydrochloride pentahydrate	m.b. Spectinomycin 0.12 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT003	stress	Tetracycline hydrochloride	m.b. Tetracycline 0.06 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT037	stress	Tetracycline hydrochloride	m.b. Tetracycline 0.06 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT004	stress	Tetracycline hydrochloride	m.b. Tetracycline 0.12 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT038	stress	Tetracycline hydrochloride	m.b. Tetracycline 0.12 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT029	stress	Thallium(I) acetate	m.b. Thallium(I) acetate 0.01 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT060	stress	Thallium(I) acetate	m.b. Thallium(I) acetate 0.01 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT030	stress	Thallium(I) acetate	m.b. Thallium(I) acetate 0.025 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT061	stress	Thallium(I) acetate	m.b. Thallium(I) acetate 0.025 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT031	stress	Thallium(I) acetate	m.b. Thallium(I) acetate 0.05 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT062	stress	Thallium(I) acetate	m.b. Thallium(I) acetate 0.05 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT025	stress	Vancomycin Hydrochloride Hydrate	m.b. Vancomycin 0.06 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT059	stress	Vancomycin Hydrochloride Hydrate	m.b. Vancomycin 0.06 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT034	stress	Zinc sulfate heptahydrate	m.b. Zinc 0.5 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT065	stress	Zinc sulfate heptahydrate	m.b. Zinc 0.5 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT018	stress	benzoic acid	m.b. benzoic 0.4 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT052	stress	benzoic acid	m.b. benzoic 0.4 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT019	stress	benzoic acid	m.b. benzoic 0.58 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set2IT053	stress	benzoic acid	m.b. benzoic 0.58 mg/ml
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT023	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.5 mM
Echinicola vietnamensis KMM 6221, DSM 17526	set1IT054	stress	copper (II) chloride dihydrate	m.b. copper (II) chloride 0.5 mM
Escherichia coli BW25113	set2IT085	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 30 mM
Escherichia coli BW25113	set2IT086	stress	1-ethyl-3-methylimidazolium acetate	1-ethyl-3-methylimidazolium acetate 60 mM
Escherichia coli BW25113	set2IT087	stress	1-ethyl-3-methylimidazolium chloride	1-ethyl-3-methylimidazolium chloride 40 mM
Escherichia coli BW25113	set2IT088	stress	1-ethyl-3-methylimidazolium chloride	1-ethyl-3-methylimidazolium chloride 80 mM
Escherichia coli BW25113	set2IT071	stress	2-Furfuraldehyde	2-Furfuraldehyde 0.125 vol%
Escherichia coli BW25113	set2IT072	stress	2-Furfuraldehyde	2-Furfuraldehyde 0.25 vol%
Escherichia coli BW25113	set2IT074	stress	5-Hydroxymethylfurfural	5-Hydroxymethylfurfural 20 mM
Escherichia coli BW25113	set2IT047	stress	Aluminum chloride hydrate	Aluminum chloride 5 mM
Escherichia coli BW25113	set2IT049	stress	Bacitracin	Bacitracin 0.5 mg/ml
Escherichia coli BW25113	set2IT050	stress	Bacitracin	Bacitracin 1 mg/ml
Escherichia coli BW25113	set2IT046	stress	Benzalkonium Chloride	Benzalkonium Chloride 0.004 mg/ml
Escherichia coli BW25113	set2IT064	stress	Carbenicillin disodium salt	Carbenicillin 0.004 mg/ml
Escherichia coli BW25113	set2IT065	stress	Carbenicillin disodium salt	Carbenicillin 0.008 mg/ml
Escherichia coli BW25113	set2IT026	stress	Cephalothin sodium salt	Cephalothin 0.01 mg/ml
Escherichia coli BW25113	set2IT056	stress	Chloramphenicol	Chloramphenicol 0.001 mg/ml
Escherichia coli BW25113	set2IT057	stress	Chloramphenicol	Chloramphenicol 0.0025 mg/ml
Escherichia coli BW25113	set2IT058	stress	Chloramphenicol	Chloramphenicol 0.005 mg/ml
Escherichia coli BW25113	set2IT081	stress	Cholin acetate	Cholin acetate 150 mM
Escherichia coli BW25113	set2IT080	stress	Cholin acetate	Cholin acetate 75 mM
Escherichia coli BW25113	set2IT042	stress	Cisplatin	Cisplatin 0.025 mg/ml
Escherichia coli BW25113	set2IT043	stress	Cisplatin	Cisplatin 0.05 mg/ml
Escherichia coli BW25113	set2IT044	stress	Cisplatin	Cisplatin 0.1 mg/ml
Escherichia coli BW25113	set2IT038	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.32 mM
Escherichia coli BW25113	set6IT054	stress	D-Cycloserine	D-Cycloserine 0.1 mg/ml
Escherichia coli BW25113	set2IT054	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 10 vol%
Escherichia coli BW25113	set2IT078	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 10 vol%
Escherichia coli BW25113	set2IT053	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 7.5 vol%
Escherichia coli BW25113	set2IT033	stress	Doxycycline hyclate	Doxycycline hyclate 0.001 mg/ml
Escherichia coli BW25113	set2IT051	stress	Fusidic acid sodium salt	Fusidic 0.03 mg/ml
Escherichia coli BW25113	set2IT052	stress	Fusidic acid sodium salt	Fusidic 0.1 mg/ml
Escherichia coli BW25113	set2IT089	stress	L-Lysine	L-Lysine 200 mM
Escherichia coli BW25113	set2IT029	stress	MreB Perturbing Compound A22	A22 0.04 mg/ml
Escherichia coli BW25113	set2IT030	stress	MreB Perturbing Compound A22	A22 0.08 mg/ml
Escherichia coli BW25113	set6IT049	stress	Nalidixic acid sodium salt	Nalidixic 0.006 mg/ml
Escherichia coli BW25113	set2IT037	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 1 mM
Escherichia coli BW25113	set6IT052	stress	Phosphomycin disodium salt	Phosphomycin 0.001 mg/ml
Escherichia coli BW25113	set2IT023	stress	Sodium Chloride	Chloride 750 mM
Escherichia coli BW25113	set2IT018	stress	Sodium Chlorite	Chlorite 0.4 mM
Escherichia coli BW25113	set2IT019	stress	Sodium Chlorite	Chlorite 1.25 mM
Escherichia coli BW25113	set2IT083	stress	Sodium acetate	acetate 140 mM
Escherichia coli BW25113	set2IT082	stress	Sodium acetate	acetate 70 mM
Escherichia coli BW25113	set2IT013	stress	Sodium nitrite	nitrite 10 mM
Escherichia coli BW25113	set2IT014	stress	Sodium nitrite	nitrite 20 mM
Escherichia coli BW25113	set2IT062	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.00625 mg/ml
Escherichia coli BW25113	set2IT063	stress	Spectinomycin dihydrochloride pentahydrate	Spectinomycin 0.0125 mg/ml
Escherichia coli BW25113	set2IT059	stress	Tetracycline hydrochloride	Tetracycline 0.0004 mg/ml
Escherichia coli BW25113	set2IT060	stress	Tetracycline hydrochloride	Tetracycline 0.0008 mg/ml
Escherichia coli BW25113	set2IT041	stress	Thallium(I) acetate	Thallium(I) acetate 0.0625 mg/ml
Escherichia coli BW25113	set2IT075	stress	Vanillin	Vanillin 5 mM
Escherichia coli BW25113	set2IT048	stress	benzoic acid	benzoic 0.58 mg/ml
Escherichia coli BW25113	set2IT039	stress	copper (II) chloride dihydrate	copper (II) chloride 2 mM
Escherichia coli BW25113	set2IT070	stress	methylglyoxal	methylglyoxal 0.008 vol%
Escherichia coli BW25113	set2IT040	stress	sodium fluoride	sodium fluoride 100 mM
Escherichia coli BW25113	set2IT077	stress	syringaldehyde	syringaldehyde 10 mM
Escherichia coli BW25113	set2IT076	stress	syringaldehyde	syringaldehyde 5 mM
Herbaspirillum seropedicae SmR1	set2IT070	stress	Cisplatin	Cisplatin 0.003 mg/ml
Herbaspirillum seropedicae SmR1	set2IT067	stress	Cobalt chloride hexahydrate	Cobalt chloride 0.2 mM
Herbaspirillum seropedicae SmR1	set2IT077	stress	Dimethyl Sulfoxide	Dimethyl Sulfoxide 5 vol%
Herbaspirillum seropedicae SmR1	set2IT076	stress	Fusidic acid sodium salt	Fusidic 0.025 mg/ml
Herbaspirillum seropedicae SmR1	set2IT080	stress	Lomefloxacin hydrochloride	Lomefloxacin 0.012 mM
Herbaspirillum seropedicae SmR1	set2IT078	stress	MreB Perturbing Compound A22	A22 0.02 mg/ml
Herbaspirillum seropedicae SmR1	set2IT079	stress	MreB Perturbing Compound A22	A22 0.04 mg/ml
Herbaspirillum seropedicae SmR1	set2IT066	stress	Nickel (II) chloride hexahydrate	Nickel (II) chloride 0.6 mM
Herbaspirillum seropedicae SmR1	set2IT073	stress	Sisomicin sulfate salt	Sisomicin 0.125 mg/ml
Herbaspirillum seropedicae SmR1	set2IT072	stress	Sodium nitrate	nitrate 200 mM
Herbaspirillum seropedicae SmR1	set2IT071	stress	Sodium nitrite	nitrite 20 mM
Herbaspirillum seropedicae SmR1	set2IT069	stress	Thallium(I) acetate	Thallium(I) acetate 0.001 mg/ml
Herbaspirillum seropedicae SmR1	set2IT068	stress	sodium fluoride	sodium fluoride 100 mM
Kangiella aquimarina DSM 16071	set3IT071	stress	1-ethyl-3-methylimidazolium acetate	m.b. 1-ethyl-3-methylimidazolium acetate 2.5 mM
Kangiella aquimarina DSM 16071	set2H1	stress	2-Furfuraldehyde	m.b. 2-Furfuraldehyde 0.035 vol%
Kangiella aquimarina DSM 16071	set3IT060	stress	5-Hydroxymethylfurfural	m.b. 5-Hydroxymethylfurfural 4 mM
